n,bc,num_threads,mergesort_time,stl_sort_time,speedup
1000000,109500,8,0.030244,0.165881,5.48475
1000000,109600,8,0.0326106,0.165104,5.06289
1000000,109700,8,0.0337605,0.16693,4.94452
1000000,109800,8,0.0338696,0.165243,4.87881
1000000,109900,8,0.0330737,0.16719,5.05508
1000000,110000,8,0.0337718,0.165709,4.90674
1000000,110100,8,0.0336623,0.165652,4.921
1000000,110200,8,0.0339149,0.165683,4.88525
1000000,110300,8,0.0337369,0.165812,4.91486
1000000,110400,8,0.033939,0.16545,4.87494
1000000,110500,8,0.0336983,0.16605,4.92755
1000000,110600,8,0.0340062,0.165474,4.86599
1000000,110700,8,0.0338145,0.165966,4.90814
1000000,110800,8,0.0338769,0.16593,4.89803
1000000,110900,8,0.0331026,0.167117,5.04844
1000000,111000,8,0.0349541,0.166454,4.76207
1000000,111100,8,0.034098,0.167654,4.91683
1000000,111200,8,0.034299,0.166987,4.86856
1000000,111300,8,0.0333482,0.165682,4.96823
1000000,111400,8,0.0344723,0.167479,4.85837
1000000,111500,8,0.0340847,0.165972,4.86938
1000000,111600,8,0.0343082,0.165724,4.83046
1000000,111700,8,0.0341327,0.165852,4.85904
1000000,111800,8,0.0327863,0.167418,5.10633
1000000,111900,8,0.0341656,0.166219,4.86511
1000000,112000,8,0.0355635,0.166685,4.68696
1000000,112100,8,0.0331927,0.165926,4.99887
1000000,112200,8,0.0340564,0.166134,4.87819
1000000,112300,8,0.0332545,0.166099,4.99479
1000000,112400,8,0.0343041,0.166086,4.84159
1000000,112500,8,0.0341634,0.166035,4.86003
1000000,112600,8,0.0337461,0.16613,4.92294
1000000,112700,8,0.0340791,0.165438,4.85452
1000000,112800,8,0.0345937,0.166242,4.80554
1000000,112900,8,0.0335958,0.167562,4.98758
1000000,113000,8,0.0353841,0.166468,4.7046
1000000,113100,8,0.0350275,0.167979,4.79564
1000000,113200,8,0.0350392,0.166817,4.76086
1000000,113300,8,0.0350548,0.166649,4.75396
1000000,113400,8,0.0344646,0.166664,4.83581
1000000,113500,8,0.0353974,0.166511,4.70405
1000000,113600,8,0.0355194,0.166716,4.69365
1000000,113700,8,0.0349678,0.166753,4.76876
1000000,113800,8,0.0349601,0.166457,4.76133
1000000,113900,8,0.0355144,0.166533,4.68917
1000000,114000,8,0.0339297,0.166281,4.90075
1000000,114100,8,0.0345602,0.166011,4.80353
1000000,114200,8,0.0349989,0.166306,4.75176
1000000,114300,8,0.0351199,0.166403,4.73814
1000000,114400,8,0.0354452,0.166917,4.70916
1000000,114500,8,0.0350712,0.166477,4.74683
1000000,114600,8,0.0352396,0.166492,4.72457
1000000,114700,8,0.0349209,0.166337,4.76326
1000000,114800,8,0.0347318,0.166489,4.79357
1000000,114900,8,0.0349795,0.16662,4.76335
1000000,115000,8,0.0352383,0.16655,4.72639
1000000,115100,8,0.0348912,0.166313,4.76661
1000000,115200,8,0.0350872,0.167552,4.7753
1000000,115300,8,0.0340965,0.167075,4.90008
1000000,115400,8,0.034708,0.167548,4.82735
1000000,115500,8,0.0340169,0.166683,4.9
1000000,115600,8,0.0347248,0.166834,4.80447
1000000,115700,8,0.0371278,0.166324,4.47976
1000000,115800,8,0.0342725,0.166164,4.84831
1000000,115900,8,0.0345554,0.165794,4.79792
1000000,116000,8,0.033904,0.165761,4.88913
1000000,116100,8,0.0341719,0.167344,4.89712
1000000,116200,8,0.0345901,0.166574,4.81566
1000000,116300,8,0.0343463,0.166071,4.8352
1000000,116400,8,0.0341599,0.166024,4.8602
1000000,116500,8,0.0340926,0.16565,4.85882
1000000,116600,8,0.0336843,0.165349,4.9088
1000000,116700,8,0.0340324,0.165632,4.86688
1000000,116800,8,0.034453,0.165988,4.81779
1000000,116900,8,0.0332439,0.165773,4.98658
1000000,117000,8,0.0338488,0.165487,4.88902
1000000,117100,8,0.0344829,0.165829,4.80902
1000000,117200,8,0.0331037,0.165974,5.01375
1000000,117300,8,0.0340041,0.165536,4.86811
1000000,117400,8,0.0336315,0.167133,4.96953
1000000,117500,8,0.0338059,0.166168,4.91534
1000000,117600,8,0.0341438,0.165828,4.85677
1000000,117700,8,0.0326382,0.16624,5.09344
1000000,117800,8,0.0338823,0.165781,4.89285
1000000,117900,8,0.0339758,0.165977,4.88515
1000000,118000,8,0.0337485,0.165544,4.90523
1000000,118100,8,0.0339474,0.165532,4.87614
1000000,118200,8,0.0338785,0.16585,4.89544
1000000,118300,8,0.033744,0.165984,4.91891
1000000,118400,8,0.0329778,0.166972,5.06316
1000000,118500,8,0.0340956,0.165563,4.85585
1000000,118600,8,0.0339461,0.167196,4.92535
1000000,118700,8,0.0339912,0.16703,4.91393
1000000,118800,8,0.032576,0.165919,5.09329
1000000,118900,8,0.0336082,0.165893,4.93608
1000000,119000,8,0.0331242,0.165937,5.00956
1000000,119100,8,0.0339648,0.166133,4.89132
1000000,119200,8,0.0329991,0.166298,5.03947
1000000,119300,8,0.032767,0.165409,5.04804
1000000,119400,8,0.0336944,0.165801,4.92072
1000000,119500,8,0.033028,0.165941,5.02425
1000000,119600,8,0.0338626,0.166171,4.90721
1000000,119700,8,0.0335105,0.165556,4.94042
1000000,119800,8,0.0336655,0.165857,4.92661
1000000,119900,8,0.0338802,0.165542,4.88608
1000000,120000,8,0.0336413,0.165476,4.91884
1000000,120100,8,0.033493,0.165785,4.94984
1000000,120200,8,0.0336489,0.166103,4.93636
1000000,120300,8,0.0325674,0.165567,5.08384
1000000,120400,8,0.0333027,0.166106,4.98778
1000000,120500,8,0.0339378,0.166948,4.91924
1000000,120600,8,0.0339875,0.1653,4.86355
1000000,120700,8,0.0336368,0.166213,4.9414
1000000,120800,8,0.0340526,0.1671,4.9071
1000000,120900,8,0.0371993,0.168906,4.54058
1000000,121000,8,0.0347867,0.16587,4.76821
1000000,121100,8,0.0339206,0.165792,4.88766
1000000,121200,8,0.0344939,0.167419,4.85358
1000000,121300,8,0.0333695,0.165479,4.959
1000000,121400,8,0.0347174,0.165294,4.76113
1000000,121500,8,0.0344099,0.165637,4.81364
1000000,121600,8,0.0333286,0.16528,4.95909
1000000,121700,8,0.0345915,0.165762,4.79198
1000000,121800,8,0.034651,0.166029,4.79147
1000000,121900,8,0.0345869,0.166005,4.79966
1000000,122000,8,0.0338234,0.16563,4.8969
1000000,122100,8,0.0339082,0.165495,4.88068
1000000,122200,8,0.0338702,0.165552,4.88783
1000000,122300,8,0.0343157,0.16526,4.81588
1000000,122400,8,0.0337328,0.165372,4.90241
1000000,122500,8,0.0342453,0.165568,4.83476
1000000,122600,8,0.0341417,0.165737,4.8544
1000000,122700,8,0.0345435,0.166069,4.80755
1000000,122800,8,0.0345519,0.165864,4.80044
1000000,122900,8,0.0344295,0.165355,4.80272
1000000,123000,8,0.0346679,0.166037,4.78934
1000000,123100,8,0.033792,0.167327,4.95167
1000000,123200,8,0.0331288,0.167332,5.05096
1000000,123300,8,0.0341762,0.167609,4.90427
1000000,123400,8,0.0337177,0.167296,4.96167
1000000,123500,8,0.0341915,0.167538,4.89997
1000000,123600,8,0.0345409,0.167432,4.84736
1000000,123700,8,0.0345618,0.167527,4.84718
1000000,123800,8,0.033338,0.167267,5.0173
1000000,123900,8,0.0344893,0.167489,4.85626
1000000,124000,8,0.0341591,0.167172,4.89394
1000000,124100,8,0.0347843,0.167411,4.81282
1000000,124200,8,0.0340958,0.167507,4.91283
1000000,124300,8,0.033824,0.167453,4.95072
1000000,124400,8,0.0346073,0.167361,4.83601
1000000,124500,8,0.034662,0.167464,4.83135
1000000,124600,8,0.0341724,0.16735,4.89724
1000000,124700,8,0.0344845,0.167282,4.85094
1000000,124800,8,0.034183,0.167307,4.89445
1000000,124900,8,0.0341162,0.167422,4.90741
1000000,125000,8,0.0257724,0.167415,6.49591
1000000,125100,8,0.0257427,0.167484,6.5061
1000000,125200,8,0.0256359,0.167433,6.53117
1000000,125300,8,0.0251919,0.167564,6.65148
1000000,125400,8,0.0255493,0.166807,6.52883
1000000,125500,8,0.0252624,0.16564,6.55681
1000000,125600,8,0.0252513,0.165534,6.55547
1000000,125700,8,0.0252353,0.165245,6.54819
1000000,125800,8,0.0251025,0.165483,6.5923
1000000,125900,8,0.0255932,0.165387,6.46216
1000000,126000,8,0.0249725,0.165629,6.63247
1000000,126100,8,0.025493,0.165998,6.5115
1000000,126200,8,0.0252106,0.165766,6.57523
1000000,126300,8,0.0252414,0.165858,6.57086
1000000,126400,8,0.0251884,0.165775,6.58141
1000000,126500,8,0.0251182,0.16524,6.5785
1000000,126600,8,0.0250288,0.165439,6.60996
1000000,126700,8,0.0250237,0.1653,6.60572
1000000,126800,8,0.0253521,0.165357,6.5224
1000000,126900,8,0.0250824,0.165547,6.60014
1000000,127000,8,0.0252685,0.165515,6.55025
1000000,127100,8,0.0252109,0.165748,6.57444
1000000,127200,8,0.0252082,0.165571,6.56813
1000000,127300,8,0.0250687,0.165831,6.61506
1000000,127400,8,0.0253215,0.165623,6.54079
1000000,127500,8,0.0252679,0.165688,6.55724
1000000,127600,8,0.0252758,0.165685,6.55509
1000000,127700,8,0.0250829,0.165704,6.60626
1000000,127800,8,0.0248831,0.165927,6.66827
1000000,127900,8,0.02519,0.165798,6.58189
1000000,128000,8,0.0251656,0.165983,6.59563
1000000,128100,8,0.0253141,0.165995,6.55741
1000000,128200,8,0.0251157,0.165803,6.60155
1000000,128300,8,0.0250542,0.166045,6.62742
1000000,128400,8,0.0251227,0.166228,6.61665
1000000,128500,8,0.0252749,0.165659,6.55431
1000000,128600,8,0.0251265,0.167214,6.65489
1000000,128700,8,0.0251685,0.165403,6.57184
1000000,128800,8,0.0252931,0.167056,6.6048
1000000,128900,8,0.0250729,0.165952,6.61876
1000000,129000,8,0.0256555,0.165814,6.46307
1000000,129100,8,0.0252365,0.16591,6.57421
1000000,129200,8,0.0254971,0.165868,6.50537
1000000,129300,8,0.0252321,0.165815,6.57158
1000000,129400,8,0.0251145,0.165493,6.58952
1000000,129500,8,0.0253707,0.165346,6.51721
1000000,129600,8,0.0252906,0.165935,6.56115
1000000,129700,8,0.0253018,0.165198,6.5291
1000000,129800,8,0.0252575,0.165818,6.56512
1000000,129900,8,0.02515,0.165258,6.57087
1000000,130000,8,0.0250195,0.165634,6.6202
1000000,130100,8,0.0249548,0.165357,6.62628
1000000,130200,8,0.0251225,0.165547,6.58957
1000000,130300,8,0.0252503,0.165584,6.5577
1000000,130400,8,0.0251031,0.165389,6.5884
1000000,130500,8,0.0252691,0.165966,6.56795
1000000,130600,8,0.0252505,0.165989,6.57369
1000000,130700,8,0.025124,0.166156,6.61344
1000000,130800,8,0.0255179,0.165472,6.48456
1000000,130900,8,0.0256595,0.165806,6.4618
1000000,131000,8,0.0253571,0.16565,6.53269
1000000,131100,8,0.0257401,0.165523,6.43054
1000000,131200,8,0.0255886,0.165747,6.47737
1000000,131300,8,0.0254815,0.165249,6.48505
1000000,131400,8,0.0255619,0.165461,6.47296
1000000,131500,8,0.0256265,0.165578,6.46119
1000000,131600,8,0.0253985,0.165637,6.52152
1000000,131700,8,0.0255868,0.165686,6.47546
1000000,131800,8,0.0256003,0.165496,6.46463
1000000,131900,8,0.025588,0.165675,6.47472
1000000,132000,8,0.0257571,0.165991,6.44448
1000000,132100,8,0.0255209,0.167335,6.5568
1000000,132200,8,0.0256197,0.16572,6.46844
1000000,132300,8,0.0257275,0.165527,6.43388
1000000,132400,8,0.0256281,0.166228,6.48615
1000000,132500,8,0.0257797,0.16582,6.43217
1000000,132600,8,0.0258246,0.166232,6.43694
1000000,132700,8,0.0256637,0.165979,6.46747
1000000,132800,8,0.0258549,0.166004,6.42058
1000000,132900,8,0.0257116,0.165713,6.44505
1000000,133000,8,0.0254922,0.166035,6.51317
1000000,133100,8,0.0257015,0.166041,6.46037
1000000,133200,8,0.0255631,0.166064,6.49623
1000000,133300,8,0.0255684,0.166426,6.50907
1000000,133400,8,0.0255401,0.165933,6.49699
1000000,133500,8,0.025666,0.166473,6.48612
1000000,133600,8,0.0256378,0.165745,6.46487
1000000,133700,8,0.0254095,0.167226,6.58125
1000000,133800,8,0.025674,0.165235,6.4359
1000000,133900,8,0.0257131,0.165626,6.44131
1000000,134000,8,0.0255836,0.165424,6.466
1000000,134100,8,0.0255788,0.165163,6.45703
1000000,134200,8,0.0253901,0.16549,6.51789
1000000,134300,8,0.0255358,0.165567,6.48374
1000000,134400,8,0.0256931,0.165863,6.45556
1000000,134500,8,0.0257122,0.165526,6.43763
1000000,134600,8,0.0257836,0.167391,6.49215
1000000,134700,8,0.026968,0.168622,6.25265
1000000,134800,8,0.0262405,0.168124,6.40705
1000000,134900,8,0.0256935,0.165718,6.44981
1000000,135000,8,0.0259376,0.166278,6.41071
1000000,135100,8,0.0259023,0.165962,6.40725
1000000,135200,8,0.0256935,0.166001,6.46083
1000000,135300,8,0.0255757,0.165629,6.47603
1000000,135400,8,0.0256653,0.16563,6.45347
1000000,135500,8,0.0253859,0.165792,6.53087
1000000,135600,8,0.0255571,0.16599,6.49488
1000000,135700,8,0.0258417,0.165694,6.41188
1000000,135800,8,0.0257357,0.165642,6.43628
1000000,135900,8,0.0255253,0.165588,6.4872
1000000,136000,8,0.0255963,0.165782,6.47679
1000000,136100,8,0.0259371,0.165491,6.38046
1000000,136200,8,0.0257869,0.165573,6.42081
1000000,136300,8,0.0257036,0.165312,6.43148
1000000,136400,8,0.0255662,0.165875,6.48806
1000000,136500,8,0.0257699,0.165804,6.43402
1000000,136600,8,0.0256182,0.16599,6.47937
1000000,136700,8,0.0258194,0.166706,6.45664
1000000,136800,8,0.0257952,0.166191,6.44271
1000000,136900,8,0.0256491,0.165821,6.46497
1000000,137000,8,0.0258159,0.166247,6.43972
1000000,137100,8,0.0256974,0.166217,6.46823
1000000,137200,8,0.025609,0.165838,6.47576
1000000,137300,8,0.0258438,0.165473,6.4028
1000000,137400,8,0.0256962,0.166139,6.46549
1000000,137500,8,0.0256711,0.165988,6.46593
1000000,137600,8,0.0255534,0.165619,6.4813
1000000,137700,8,0.0255338,0.165409,6.47806
1000000,137800,8,0.0258794,0.166173,6.42108
1000000,137900,8,0.0254734,0.165829,6.50989
1000000,138000,8,0.0255274,0.165945,6.50065
1000000,138100,8,0.0257708,0.165562,6.42438
1000000,138200,8,0.0257099,0.165723,6.4459
1000000,138300,8,0.0255233,0.166311,6.51602
1000000,138400,8,0.0255631,0.165823,6.48683
1000000,138500,8,0.0258936,0.165791,6.4028
1000000,138600,8,0.0256685,0.166195,6.47467
1000000,138700,8,0.0255359,0.165818,6.49352
1000000,138800,8,0.0253247,0.165759,6.54536
1000000,138900,8,0.0256987,0.165941,6.45717
1000000,139000,8,0.0254296,0.165518,6.50887
1000000,139100,8,0.0257051,0.165618,6.443
1000000,139200,8,0.0256181,0.166199,6.48756
1000000,139300,8,0.0260396,0.166923,6.41036
1000000,139400,8,0.0260881,0.167674,6.42724
1000000,139500,8,0.0274084,0.166759,6.08422
1000000,139600,8,0.0255099,0.16662,6.53159
1000000,139700,8,0.0253662,0.165961,6.54261
1000000,139800,8,0.0253192,0.165987,6.55576
1000000,139900,8,0.0248397,0.165746,6.67262
1000000,140000,8,0.0257264,0.165745,6.44259
1000000,140100,8,0.0253123,0.165429,6.53553
1000000,140200,8,0.0248978,0.165689,6.65475
1000000,140300,8,0.0254069,0.165604,6.51808
1000000,140400,8,0.0252051,0.165867,6.58067
1000000,140500,8,0.0251705,0.16643,6.6121
1000000,140600,8,0.0249328,0.166017,6.65858
1000000,140700,8,0.0260909,0.166037,6.36379
1000000,140800,8,0.0254357,0.166285,6.53746
1000000,140900,8,0.0253788,0.165952,6.53901
1000000,141000,8,0.025728,0.165915,6.44879
1000000,141100,8,0.0258219,0.165623,6.41405
1000000,141200,8,0.0255466,0.165686,6.48563
1000000,141300,8,0.0255845,0.165899,6.48437
1000000,141400,8,0.0254569,0.165618,6.50582
1000000,141500,8,0.0255069,0.165938,6.50563
1000000,141600,8,0.0256284,0.165196,6.44583
1000000,141700,8,0.0256862,0.165224,6.4324
1000000,141800,8,0.0255491,0.165037,6.45961
1000000,141900,8,0.0258836,0.165119,6.37931
1000000,142000,8,0.02566,0.165278,6.4411
1000000,142100,8,0.0253802,0.16517,6.50781
1000000,142200,8,0.0252779,0.165503,6.54733
1000000,142300,8,0.0255126,0.165115,6.47191
1000000,142400,8,0.0255754,0.166079,6.49371
1000000,142500,8,0.0262404,0.166119,6.33067
1000000,142600,8,0.0264009,0.166325,6.29999
1000000,142700,8,0.0264569,0.166239,6.28339
1000000,142800,8,0.0259462,0.166135,6.40305
1000000,142900,8,0.0260818,0.166575,6.38662
1000000,143000,8,0.0258019,0.166523,6.45392
1000000,143100,8,0.0256686,0.165745,6.45711
1000000,143200,8,0.0256541,0.165732,6.46023
1000000,143300,8,0.0257969,0.165446,6.41341
1000000,143400,8,0.0254959,0.165982,6.51016
1000000,143500,8,0.0258998,0.165959,6.40775
1000000,143600,8,0.0257442,0.165899,6.44413
1000000,143700,8,0.0258075,0.165805,6.42469
1000000,143800,8,0.0257048,0.166274,6.46859
1000000,143900,8,0.0257222,0.165512,6.43461
1000000,144000,8,0.025723,0.165656,6.43999
1000000,144100,8,0.0256708,0.165435,6.44446
1000000,144200,8,0.0257283,0.165834,6.44558
1000000,144300,8,0.0255573,0.165919,6.49202
1000000,144400,8,0.0255855,0.165525,6.46948
1000000,144500,8,0.0255783,0.165904,6.48611
1000000,144600,8,0.025579,0.165529,6.47129
1000000,144700,8,0.0256727,0.165924,6.46305
1000000,144800,8,0.0254244,0.165768,6.52006
1000000,144900,8,0.0255378,0.165969,6.49895
1000000,145000,8,0.0253975,0.165402,6.51254
1000000,145100,8,0.0255326,0.165679,6.48891
1000000,145200,8,0.0255363,0.16568,6.488
1000000,145300,8,0.0256395,0.165846,6.46837
1000000,145400,8,0.0256193,0.16579,6.4713
1000000,145500,8,0.0256342,0.166,6.47574
1000000,145600,8,0.0257047,0.166196,6.46557
1000000,145700,8,0.0257304,0.165667,6.43859
1000000,145800,8,0.0255989,0.165882,6.48007
1000000,145900,8,0.0256494,0.165842,6.46572
1000000,146000,8,0.0260862,0.166285,6.37446
1000000,146100,8,0.0263936,0.166472,6.3073
1000000,146200,8,0.0258738,0.165887,6.41138
1000000,146300,8,0.0255113,0.166257,6.517
1000000,146400,8,0.0257471,0.166248,6.45696
1000000,146500,8,0.025946,0.166221,6.40641
1000000,146600,8,0.0255981,0.166121,6.48958
1000000,146700,8,0.0254514,0.165884,6.51768
1000000,146800,8,0.0255984,0.16554,6.4668
1000000,146900,8,0.02564,0.166081,6.47742
1000000,147000,8,0.0258811,0.165859,6.40849
1000000,147100,8,0.025559,0.166031,6.49597
1000000,147200,8,0.0257287,0.165973,6.45088
1000000,147300,8,0.0254824,0.167057,6.55576
1000000,147400,8,0.0258684,0.165901,6.41327
1000000,147500,8,0.025401,0.167609,6.59851
1000000,147600,8,0.0257574,0.166193,6.45226
1000000,147700,8,0.0256209,0.16604,6.48064
1000000,147800,8,0.025724,0.166097,6.45688
1000000,147900,8,0.0254759,0.165957,6.51427
1000000,148000,8,0.0259315,0.16575,6.39182
1000000,148100,8,0.0256957,0.167015,6.49972
1000000,148200,8,0.025583,0.16586,6.48324
1000000,148300,8,0.0254221,0.165705,6.51814
1000000,148400,8,0.0257099,0.166008,6.45697
1000000,148500,8,0.0256344,0.166627,6.50012
1000000,148600,8,0.0251101,0.16708,6.65388
1000000,148700,8,0.0264403,0.167577,6.33793
1000000,148800,8,0.02578,0.166026,6.44009
1000000,148900,8,0.0257976,0.166278,6.44548
1000000,149000,8,0.0255533,0.165966,6.49492
1000000,149100,8,0.0256518,0.165701,6.4596
1000000,149200,8,0.0256957,0.167459,6.51701
1000000,149300,8,0.0253784,0.166921,6.57729
1000000,149400,8,0.0254683,0.166608,6.54177
1000000,149500,8,0.0255278,0.165831,6.49607
1000000,149600,8,0.0251581,0.165227,6.56757
1000000,149700,8,0.025275,0.165424,6.54495
1000000,149800,8,0.0252532,0.165955,6.57165
1000000,149900,8,0.0251803,0.165609,6.57695
1000000,150000,8,0.0250294,0.165861,6.62667
1000000,150100,8,0.0253239,0.166003,6.55518
1000000,150200,8,0.0249889,0.166443,6.66069
1000000,150300,8,0.024996,0.165919,6.6378
1000000,150400,8,0.0251661,0.165989,6.59573
1000000,150500,8,0.0251325,0.166005,6.60519
1000000,150600,8,0.0254115,0.166259,6.54267
1000000,150700,8,0.0257936,0.166446,6.45299
1000000,150800,8,0.0254817,0.165701,6.50277
1000000,150900,8,0.0257048,0.166016,6.45858
1000000,151000,8,0.0256316,0.166052,6.4784
1000000,151100,8,0.0254335,0.166157,6.53302
1000000,151200,8,0.0255134,0.166312,6.51863
1000000,151300,8,0.0257178,0.166442,6.47185
1000000,151400,8,0.0255336,0.165871,6.49618
1000000,151500,8,0.025681,0.166271,6.47446
1000000,151600,8,0.025433,0.166523,6.5475
1000000,151700,8,0.0257633,0.165997,6.44314
1000000,151800,8,0.0259205,0.166274,6.41478
1000000,151900,8,0.0256997,0.166095,6.46292
1000000,152000,8,0.0256373,0.165874,6.47003
1000000,152100,8,0.025658,0.165766,6.4606
1000000,152200,8,0.0257931,0.16565,6.42223
1000000,152300,8,0.0256158,0.165475,6.45987
1000000,152400,8,0.0257277,0.166032,6.45344
1000000,152500,8,0.0256362,0.166115,6.47973
1000000,152600,8,0.025519,0.165778,6.49624
1000000,152700,8,0.0257315,0.165888,6.44688
1000000,152800,8,0.025727,0.165652,6.43884
1000000,152900,8,0.025726,0.166028,6.4537
1000000,153000,8,0.0257829,0.1653,6.41121
1000000,153100,8,0.0256847,0.166096,6.46675
1000000,153200,8,0.0255814,0.165697,6.47726
1000000,153300,8,0.0255823,0.165643,6.47491
1000000,153400,8,0.0257112,0.166744,6.48526
1000000,153500,8,0.0255105,0.165701,6.49538
1000000,153600,8,0.0257427,0.165929,6.44568
1000000,153700,8,0.0256804,0.16564,6.45006
1000000,153800,8,0.0258431,0.166033,6.42467
1000000,153900,8,0.025604,0.16567,6.47046
1000000,154000,8,0.0256784,0.165809,6.45717
1000000,154100,8,0.0255952,0.165487,6.46555
1000000,154200,8,0.0259086,0.165493,6.38758
1000000,154300,8,0.025383,0.167484,6.59827
1000000,154400,8,0.0255416,0.165671,6.48633
1000000,154500,8,0.0257331,0.165771,6.44194
1000000,154600,8,0.0254859,0.166087,6.51681
1000000,154700,8,0.0255264,0.165577,6.4865
1000000,154800,8,0.0257286,0.165346,6.42654
1000000,154900,8,0.0258048,0.16567,6.42011
1000000,155000,8,0.025467,0.165405,6.49487
1000000,155100,8,0.0255606,0.165395,6.4707
1000000,155200,8,0.0259459,0.165551,6.38061
1000000,155300,8,0.0257465,0.165791,6.43935
1000000,155400,8,0.0252209,0.166482,6.60098
1000000,155500,8,0.0256204,0.165756,6.46968
1000000,155600,8,0.0258118,0.16558,6.41487
1000000,155700,8,0.0255282,0.166263,6.51291
1000000,155800,8,0.0260075,0.166261,6.39283
1000000,155900,8,0.0254069,0.16606,6.536
1000000,156000,8,0.0256704,0.166227,6.47545
1000000,156100,8,0.0257098,0.165958,6.45505
1000000,156200,8,0.0255283,0.16618,6.50963
1000000,156300,8,0.0256846,0.165841,6.45681
1000000,156400,8,0.0257801,0.166309,6.45107
1000000,156500,8,0.0255001,0.166095,6.51352
1000000,156600,8,0.0256191,0.166125,6.48443
1000000,156700,8,0.0255127,0.165888,6.50218
1000000,156800,8,0.025652,0.165862,6.46584
1000000,156900,8,0.025652,0.165872,6.46625
1000000,157000,8,0.0262859,0.165864,6.31
1000000,157100,8,0.0255798,0.165727,6.47883
1000000,157200,8,0.0257802,0.165921,6.43598
1000000,157300,8,0.0256056,0.165744,6.47294
1000000,157400,8,0.0255212,0.166283,6.51548
1000000,157500,8,0.0259609,0.165817,6.3872
1000000,157600,8,0.0256755,0.16591,6.46178
1000000,157700,8,0.0256996,0.165943,6.45702
1000000,157800,8,0.0255717,0.166277,6.5024
1000000,157900,8,0.0257922,0.165678,6.42355
1000000,158000,8,0.0255439,0.16585,6.49273
1000000,158100,8,0.0255895,0.165912,6.4836
1000000,158200,8,0.0257896,0.165893,6.43258
1000000,158300,8,0.0252709,0.16576,6.55933
1000000,158400,8,0.0254738,0.165581,6.50005
1000000,158500,8,0.0253857,0.165928,6.53627
1000000,158600,8,0.0256403,0.165689,6.46203
1000000,158700,8,0.0253575,0.166864,6.58048
1000000,158800,8,0.0256302,0.165979,6.47591
1000000,158900,8,0.0252316,0.165759,6.56947
1000000,159000,8,0.0253569,0.166033,6.54785
1000000,159100,8,0.0252165,0.166214,6.59145
1000000,159200,8,0.0250591,0.165263,6.59496
1000000,159300,8,0.0254429,0.165069,6.48784
1000000,159400,8,0.0254232,0.166083,6.53276
1000000,159500,8,0.0255156,0.165468,6.48496
1000000,159600,8,0.0249772,0.165355,6.62024
1000000,159700,8,0.0251284,0.165642,6.59184
1000000,159800,8,0.0250835,0.165625,6.60293
1000000,159900,8,0.0252392,0.16599,6.57669
1000000,160000,8,0.0250596,0.165737,6.61369
1000000,160100,8,0.0250122,0.16576,6.62715
1000000,160200,8,0.0250776,0.165714,6.60803
1000000,160300,8,0.0247813,0.165165,6.66491
1000000,160400,8,0.0248619,0.165917,6.67354
1000000,160500,8,0.0253406,0.165698,6.53883
1000000,160600,8,0.0251799,0.16531,6.56515
1000000,160700,8,0.0250901,0.165858,6.61047
1000000,160800,8,0.0257247,0.165608,6.43768
1000000,160900,8,0.0255592,0.165656,6.48127
1000000,161000,8,0.0257673,0.166323,6.45481
1000000,161100,8,0.0263813,0.166589,6.31466
1000000,161200,8,0.0266094,0.165806,6.23108
1000000,161300,8,0.0256892,0.165697,6.45005
1000000,161400,8,0.0263707,0.166577,6.31675
1000000,161500,8,0.0262338,0.167586,6.38815
1000000,161600,8,0.0261053,0.166224,6.36745
1000000,161700,8,0.0259838,0.165699,6.37701
1000000,161800,8,0.0255964,0.165674,6.47254
1000000,161900,8,0.0254798,0.165647,6.50111
1000000,162000,8,0.0255377,0.165602,6.48459
1000000,162100,8,0.025482,0.165951,6.51248
1000000,162200,8,0.0255317,0.166206,6.50978
1000000,162300,8,0.0255277,0.165751,6.49299
1000000,162400,8,0.026315,0.16596,6.30668
1000000,162500,8,0.0255721,0.166836,6.52413
1000000,162600,8,0.0270089,0.168963,6.25584
1000000,162700,8,0.0269305,0.169155,6.28117
1000000,162800,8,0.0269609,0.168744,6.25885
1000000,162900,8,0.0256923,0.166151,6.46694
1000000,163000,8,0.0256547,0.16614,6.47603
1000000,163100,8,0.0256652,0.166277,6.47869
1000000,163200,8,0.0254581,0.166379,6.53541
1000000,163300,8,0.025658,0.165566,6.45279
1000000,163400,8,0.0259829,0.165811,6.38154
1000000,163500,8,0.0256228,0.165715,6.4675
1000000,163600,8,0.025353,0.165656,6.53397
1000000,163700,8,0.0258127,0.165786,6.42266
1000000,163800,8,0.0259177,0.165801,6.39722
1000000,163900,8,0.0256297,0.165838,6.47052
1000000,164000,8,0.0255618,0.16576,6.48468
1000000,164100,8,0.0258827,0.165622,6.39894
1000000,164200,8,0.0256033,0.165923,6.48055
1000000,164300,8,0.0258773,0.165655,6.40154
1000000,164400,8,0.0260929,0.165744,6.35209
1000000,164500,8,0.0256659,0.16561,6.45252
1000000,164600,8,0.025833,0.166282,6.43683
1000000,164700,8,0.0255612,0.165727,6.48353
1000000,164800,8,0.0255,0.165675,6.49704
1000000,164900,8,0.0257543,0.166117,6.45007
1000000,165000,8,0.0259217,0.167477,6.46088
1000000,165100,8,0.0256229,0.167289,6.52887
1000000,165200,8,0.0257094,0.167367,6.50997
1000000,165300,8,0.0254784,0.167172,6.56133
1000000,165400,8,0.0257824,0.167503,6.49678
1000000,165500,8,0.0256895,0.167243,6.51014
